SiteID,site,veg_type,direction,gcc_value,transition_10,transition_25,transition_50
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,falling,gcc_90,10/5/23,9/11/23,8/25/23
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,falling,gcc_90,10/7/22,9/29/22,9/8/22
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,falling,gcc_90,10/5/21,9/22/21,9/8/21
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,falling,gcc_90,9/29/20,9/21/20,9/6/20
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,falling,gcc_90,10/13/19,10/3/19,8/26/19
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,falling,gcc_90,10/22/18,10/15/18,9/20/18
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,falling,gcc_90,9/27/17,9/10/17,8/29/17
US-xUK,NEON.D06.UKFS.DP1.00033,DB,rising,gcc_90,4/13/19,4/18/19,4/24/19
US-xUK,NEON.D06.UKFS.DP1.00033,DB,rising,gcc_90,4/20/20,4/27/20,5/3/20
US-xUK,NEON.D06.UKFS.DP1.00033,DB,rising,gcc_90,4/19/21,4/24/21,4/30/21
US-xUK,NEON.D06.UKFS.DP1.00033,DB,rising,gcc_90,4/24/22,4/29/22,5/6/22
US-xUK,NEON.D06.UKFS.DP1.00033,DB,rising,gcc_90,4/15/23,4/23/23,5/2/23
US-xUK,NEON.D06.UKFS.DP1.00033,DB,falling,gcc_90,10/18/23,10/12/23,9/30/23
US-xUK,NEON.D06.UKFS.DP1.00033,DB,falling,gcc_90,10/14/22,10/4/22,9/25/22
US-xUK,NEON.D06.UKFS.DP1.00033,DB,falling,gcc_90,11/5/21,10/20/21,9/20/21
US-xUK,NEON.D06.UKFS.DP1.00033,DB,falling,gcc_90,10/13/20,10/7/20,9/27/20
US-xUK,NEON.D06.UKFS.DP1.00033,DB,falling,gcc_90,10/27/19,10/19/19,10/5/19
US-xUK,NEON.D06.UKFS.DP1.00033,EN,rising,gcc_90,3/28/19,4/5/19,4/15/19
US-xUK,NEON.D06.UKFS.DP1.00033,EN,rising,gcc_90,3/18/20,3/26/20,4/12/20
US-xUK,NEON.D06.UKFS.DP1.00033,EN,rising,gcc_90,3/22/21,3/30/21,4/15/21
US-xUK,NEON.D06.UKFS.DP1.00033,EN,rising,gcc_90,3/23/22,4/5/22,4/20/22
US-xUK,NEON.D06.UKFS.DP1.00033,EN,rising,gcc_90,3/24/23,4/1/23,4/10/23
US-xUK,NEON.D06.UKFS.DP1.00033,EN,falling,gcc_90,12/16/23,11/28/23,11/5/23
US-xUK,NEON.D06.UKFS.DP1.00033,EN,falling,gcc_90,12/11/22,11/30/22,11/9/22
US-xUK,NEON.D06.UKFS.DP1.00033,EN,falling,gcc_90,12/19/21,12/7/21,11/22/21
US-xUK,NEON.D06.UKFS.DP1.00033,EN,falling,gcc_90,12/12/20,11/26/20,11/1/20
US-xUK,NEON.D06.UKFS.DP1.00033,EN,falling,gcc_90,12/9/19,11/25/19,11/4/19
US-xUK,NEON.D06.UKFS.DP1.00042,UN,rising,gcc_90,4/19/18,4/25/18,5/1/18
US-xUK,NEON.D06.UKFS.DP1.00042,UN,rising,gcc_90,4/11/19,4/17/19,4/24/19
US-xUK,NEON.D06.UKFS.DP1.00042,UN,rising,gcc_90,3/28/20,4/7/20,4/20/20
US-xUK,NEON.D06.UKFS.DP1.00042,UN,rising,gcc_90,4/5/21,4/16/21,4/25/21
US-xUK,NEON.D06.UKFS.DP1.00042,UN,rising,gcc_90,4/17/22,4/24/22,5/2/22
US-xUK,NEON.D06.UKFS.DP1.00042,UN,rising,gcc_90,4/6/23,4/15/23,4/26/23
US-xUK,NEON.D06.UKFS.DP1.00042,UN,falling,gcc_90,10/26/23,10/16/23,10/1/23
US-xUK,NEON.D06.UKFS.DP1.00042,UN,falling,gcc_90,10/25/22,10/16/22,10/3/22
US-xUK,NEON.D06.UKFS.DP1.00042,UN,falling,gcc_90,11/7/21,10/27/21,9/26/21
US-xUK,NEON.D06.UKFS.DP1.00042,UN,falling,gcc_90,10/20/20,10/10/20,9/21/20
US-xUK,NEON.D06.UKFS.DP1.00042,UN,falling,gcc_90,11/3/19,10/27/19,10/15/19
US-xUK,NEON.D06.UKFS.DP1.00042,UN,falling,gcc_90,10/28/18,10/23/18,10/15/18
US-xGR,NEON.D07.GRSM.DP1.00033,DB,rising,gcc_90,4/8/17,4/11/17,4/16/17
US-xGR,NEON.D07.GRSM.DP1.00033,DB,rising,gcc_90,4/11/18,4/16/18,4/24/18
US-xGR,NEON.D07.GRSM.DP1.00033,DB,rising,gcc_90,4/5/19,4/9/19,4/15/19
US-xGR,NEON.D07.GRSM.DP1.00033,DB,rising,gcc_90,3/29/20,4/4/20,4/15/20
US-xGR,NEON.D07.GRSM.DP1.00033,DB,rising,gcc_90,4/4/21,4/9/21,4/17/21
US-xGR,NEON.D07.GRSM.DP1.00033,DB,rising,gcc_90,4/7/22,4/13/22,4/21/22
US-xGR,NEON.D07.GRSM.DP1.00033,DB,rising,gcc_90,3/30/23,4/3/23,4/11/23
US-xGR,NEON.D07.GRSM.DP1.00033,DB,falling,gcc_90,10/26/23,10/23/23,10/18/23
US-xGR,NEON.D07.GRSM.DP1.00033,DB,falling,gcc_90,10/19/22,10/15/22,10/8/22
US-xGR,NEON.D07.GRSM.DP1.00033,DB,falling,gcc_90,11/2/21,10/30/21,10/19/21
US-xGR,NEON.D07.GRSM.DP1.00033,DB,falling,gcc_90,10/23/20,10/18/20,10/4/20
US-xGR,NEON.D07.GRSM.DP1.00033,DB,falling,gcc_90,11/2/19,10/29/19,10/22/19
US-xGR,NEON.D07.GRSM.DP1.00033,DB,falling,gcc_90,11/2/18,10/31/18,10/23/18
US-xGR,NEON.D07.GRSM.DP1.00033,DB,falling,gcc_90,11/6/17,11/3/17,10/25/17
US-xGR,NEON.D07.GRSM.DP1.00042,UN,rising,gcc_90,4/13/17,4/20/17,5/3/17
US-xGR,NEON.D07.GRSM.DP1.00042,UN,rising,gcc_90,4/14/18,4/21/18,4/28/18
US-xGR,NEON.D07.GRSM.DP1.00042,UN,rising,gcc_90,4/5/19,4/10/19,4/17/19
US-xGR,NEON.D07.GRSM.DP1.00042,UN,rising,gcc_90,3/29/20,4/5/20,4/14/20
US-xGR,NEON.D07.GRSM.DP1.00042,UN,rising,gcc_90,4/4/21,4/10/21,4/18/21
US-xGR,NEON.D07.GRSM.DP1.00042,UN,rising,gcc_90,4/5/22,4/11/22,4/18/22
US-xGR,NEON.D07.GRSM.DP1.00042,UN,rising,gcc_90,3/30/23,4/6/23,4/13/23
US-xGR,NEON.D07.GRSM.DP1.00042,UN,falling,gcc_90,10/17/23,10/8/23,9/24/23
US-xGR,NEON.D07.GRSM.DP1.00042,UN,falling,gcc_90,10/13/22,10/5/22,9/18/22
US-xGR,NEON.D07.GRSM.DP1.00042,UN,falling,gcc_90,10/18/21,10/9/21,9/28/21
US-xGR,NEON.D07.GRSM.DP1.00042,UN,falling,gcc_90,10/18/20,10/11/20,9/30/20
US-xGR,NEON.D07.GRSM.DP1.00042,UN,falling,gcc_90,10/25/19,10/15/19,9/29/19
US-xGR,NEON.D07.GRSM.DP1.00042,UN,falling,gcc_90,10/25/18,10/17/18,10/1/18
US-xGR,NEON.D07.GRSM.DP1.00042,UN,falling,gcc_90,11/8/17,11/4/17,10/26/17
US-xML,NEON.D07.MLBS.DP1.00033,DB,rising,gcc_90,5/11/17,5/16/17,5/26/17
US-xML,NEON.D07.MLBS.DP1.00033,DB,falling,gcc_90,11/5/17,10/14/17,9/6/17
US-xML,NEON.D07.MLBS.DP1.00033,DB,rising,gcc_90,5/10/18,5/13/18,5/18/18
US-xML,NEON.D07.MLBS.DP1.00033,DB,rising,gcc_90,4/30/19,5/4/19,5/10/19
US-xML,NEON.D07.MLBS.DP1.00033,DB,rising,gcc_90,5/21/20,5/25/20,5/30/20
US-xML,NEON.D07.MLBS.DP1.00033,DB,rising,gcc_90,5/14/21,5/17/21,5/22/21
US-xML,NEON.D07.MLBS.DP1.00033,DB,rising,gcc_90,5/9/22,5/13/22,5/19/22
US-xML,NEON.D07.MLBS.DP1.00033,DB,rising,gcc_90,5/6/23,5/9/23,5/15/23
US-xML,NEON.D07.MLBS.DP1.00033,DB,falling,gcc_90,10/10/23,10/5/23,9/24/23
US-xML,NEON.D07.MLBS.DP1.00033,DB,falling,gcc_90,10/9/22,10/5/22,9/27/22
US-xML,NEON.D07.MLBS.DP1.00033,DB,falling,gcc_90,10/18/21,10/13/21,10/1/21
US-xML,NEON.D07.MLBS.DP1.00033,DB,falling,gcc_90,10/8/20,10/4/20,9/25/20
US-xML,NEON.D07.MLBS.DP1.00033,DB,falling,gcc_90,10/23/19,10/18/19,10/8/19
US-xML,NEON.D07.MLBS.DP1.00033,DB,falling,gcc_90,10/12/18,9/23/18,9/14/18
US-xML,NEON.D07.MLBS.DP1.00042,UN,rising,gcc_90,5/7/17,5/12/17,5/18/17
US-xML,NEON.D07.MLBS.DP1.00042,UN,rising,gcc_90,5/11/18,5/14/18,5/19/18
US-xML,NEON.D07.MLBS.DP1.00042,UN,rising,gcc_90,5/3/19,5/6/19,5/12/19
US-xML,NEON.D07.MLBS.DP1.00042,UN,rising,gcc_90,5/25/20,5/30/20,6/6/20
US-xML,NEON.D07.MLBS.DP1.00042,UN,rising,gcc_90,5/12/21,5/17/21,5/21/21
US-xML,NEON.D07.MLBS.DP1.00042,UN,rising,gcc_90,5/9/22,5/13/22,5/18/22
US-xML,NEON.D07.MLBS.DP1.00042,UN,rising,gcc_90,5/4/23,5/8/23,5/14/23
US-xML,NEON.D07.MLBS.DP1.00042,UN,falling,gcc_90,10/6/23,10/1/23,9/21/23
US-xML,NEON.D07.MLBS.DP1.00042,UN,falling,gcc_90,10/4/22,9/23/22,9/12/22
US-xML,NEON.D07.MLBS.DP1.00042,UN,falling,gcc_90,10/9/21,10/2/21,9/26/21
US-xML,NEON.D07.MLBS.DP1.00042,UN,falling,gcc_90,10/9/20,10/4/20,9/25/20
US-xML,NEON.D07.MLBS.DP1.00042,UN,falling,gcc_90,9/30/19,9/11/19,8/31/19
US-xML,NEON.D07.MLBS.DP1.00042,UN,falling,gcc_90,9/21/18,9/12/18,9/2/18
US-xML,NEON.D07.MLBS.DP1.00042,UN,falling,gcc_90,10/5/17,9/28/17,9/15/17
US-xRN,NEON.D07.ORNL.DP1.00033,DB,rising,gcc_90,3/28/17,4/6/17,4/12/17
US-xRN,NEON.D07.ORNL.DP1.00033,DB,rising,gcc_90,4/9/18,4/12/18,4/18/18
US-xRN,NEON.D07.ORNL.DP1.00033,DB,rising,gcc_90,4/3/19,4/5/19,4/9/19
US-xRN,NEON.D07.ORNL.DP1.00033,DB,rising,gcc_90,3/25/20,3/31/20,4/7/20
US-xRN,NEON.D07.ORNL.DP1.00033,DB,rising,gcc_90,3/26/21,4/5/21,4/9/21
US-xRN,NEON.D07.ORNL.DP1.00033,DB,rising,gcc_90,3/30/22,4/7/22,4/14/22
US-xRN,NEON.D07.ORNL.DP1.00033,DB,rising,gcc_90,3/26/23,3/31/23,4/6/23
US-xRN,NEON.D07.ORNL.DP1.00033,DB,falling,gcc_90,10/19/23,10/16/23,10/8/23
US-xRN,NEON.D07.ORNL.DP1.00033,DB,falling,gcc_90,10/15/22,10/12/22,10/5/22
US-xRN,NEON.D07.ORNL.DP1.00033,DB,falling,gcc_90,10/27/21,10/23/21,10/16/21
US-xRN,NEON.D07.ORNL.DP1.00033,DB,falling,gcc_90,10/19/20,10/16/20,10/1/20
US-xRN,NEON.D07.ORNL.DP1.00033,DB,falling,gcc_90,10/25/19,10/21/19,10/11/19
US-xRN,NEON.D07.ORNL.DP1.00033,DB,falling,gcc_90,10/28/18,10/25/18,10/19/18
US-xRN,NEON.D07.ORNL.DP1.00033,DB,falling,gcc_90,10/26/17,10/20/17,10/13/17
US-xRN,NEON.D07.ORNL.DP1.00042,UN,rising,gcc_90,4/5/17,4/11/17,4/16/17
US-xRN,NEON.D07.ORNL.DP1.00042,UN,rising,gcc_90,4/11/18,4/16/18,4/22/18
US-xRN,NEON.D07.ORNL.DP1.00042,UN,rising,gcc_90,4/4/19,4/8/19,4/13/19
US-xRN,NEON.D07.ORNL.DP1.00042,UN,rising,gcc_90,3/29/20,4/5/20,4/12/20
US-xRN,NEON.D07.ORNL.DP1.00042,UN,rising,gcc_90,4/4/21,4/8/21,4/14/21
US-xRN,NEON.D07.ORNL.DP1.00042,UN,rising,gcc_90,4/10/22,4/16/22,4/20/22
US-xRN,NEON.D07.ORNL.DP1.00042,UN,rising,gcc_90,3/29/23,4/5/23,4/12/23
US-xRN,NEON.D07.ORNL.DP1.00042,UN,falling,gcc_90,10/24/23,10/19/23,10/10/23
US-xRN,NEON.D07.ORNL.DP1.00042,UN,falling,gcc_90,10/23/22,10/20/22,10/11/22
US-xRN,NEON.D07.ORNL.DP1.00042,UN,falling,gcc_90,11/8/21,11/5/21,10/29/21
US-xRN,NEON.D07.ORNL.DP1.00042,UN,falling,gcc_90,11/8/20,11/5/20,10/31/20
US-xRN,NEON.D07.ORNL.DP1.00042,UN,falling,gcc_90,10/13/19,10/4/19,9/10/19
US-xRN,NEON.D07.ORNL.DP1.00042,UN,falling,gcc_90,11/7/18,11/2/18,10/27/18
US-xRN,NEON.D07.ORNL.DP1.00042,UN,falling,gcc_90,11/4/17,11/1/17,10/15/17
US-xDL,NEON.D08.DELA.DP1.00033,DB,rising,gcc_90,3/17/17,3/21/17,3/28/17
US-xDL,NEON.D08.DELA.DP1.00033,DB,rising,gcc_90,3/17/18,3/24/18,4/1/18
US-xDL,NEON.D08.DELA.DP1.00033,DB,rising,gcc_90,3/18/19,3/23/19,3/29/19
US-xDL,NEON.D08.DELA.DP1.00033,DB,rising,gcc_90,3/10/20,3/14/20,3/20/20
US-xDL,NEON.D08.DELA.DP1.00033,DB,rising,gcc_90,3/16/21,3/22/21,3/30/21
US-xDL,NEON.D08.DELA.DP1.00033,DB,rising,gcc_90,3/20/22,3/25/22,4/1/22
US-xDL,NEON.D08.DELA.DP1.00033,DB,rising,gcc_90,3/2/23,3/12/23,3/22/23
US-xDL,NEON.D08.DELA.DP1.00033,DB,falling,gcc_90,11/3/23,10/25/23,9/29/23
US-xDL,NEON.D08.DELA.DP1.00033,DB,falling,gcc_90,11/27/22,11/14/22,9/30/22
US-xDL,NEON.D08.DELA.DP1.00033,DB,falling,gcc_90,11/13/21,11/6/21,10/18/21
US-xDL,NEON.D08.DELA.DP1.00033,DB,falling,gcc_90,11/20/20,11/9/20,10/14/20
US-xDL,NEON.D08.DELA.DP1.00033,DB,falling,gcc_90,11/22/19,11/16/19,10/31/19
US-xDL,NEON.D08.DELA.DP1.00033,DB,falling,gcc_90,11/21/18,11/14/18,10/19/18
US-xDL,NEON.D08.DELA.DP1.00033,DB,falling,gcc_90,11/19/17,11/10/17,10/21/17
US-xDL,NEON.D08.DELA.DP1.00042,UN,rising,gcc_90,3/19/18,3/24/18,3/31/18
US-xDL,NEON.D08.DELA.DP1.00042,UN,rising,gcc_90,3/20/19,3/25/19,4/1/19
US-xDL,NEON.D08.DELA.DP1.00042,UN,rising,gcc_90,3/14/20,3/17/20,3/23/20
US-xDL,NEON.D08.DELA.DP1.00042,UN,rising,gcc_90,3/13/21,3/20/21,3/31/21
US-xDL,NEON.D08.DELA.DP1.00042,UN,rising,gcc_90,3/19/22,3/26/22,4/4/22
US-xDL,NEON.D08.DELA.DP1.00042,UN,rising,gcc_90,3/1/23,3/10/23,3/24/23
US-xDL,NEON.D08.DELA.DP1.00042,UN,falling,gcc_90,11/1/23,10/23/23,9/26/23
US-xDL,NEON.D08.DELA.DP1.00042,UN,falling,gcc_90,11/1/22,10/14/22,8/31/22
US-xDL,NEON.D08.DELA.DP1.00042,UN,falling,gcc_90,10/30/21,10/15/21,9/15/21
US-xDL,NEON.D08.DELA.DP1.00042,UN,falling,gcc_90,11/16/20,11/4/20,10/13/20
US-xDL,NEON.D08.DELA.DP1.00042,UN,falling,gcc_90,9/27/19,9/19/19,8/29/19
US-xDL,NEON.D08.DELA.DP1.00042,UN,falling,gcc_90,11/9/18,10/16/18,9/20/18
US-xDL,NEON.D08.DELA.DP1.00042,UN,falling,gcc_90,11/28/17,11/19/17,11/3/17
US-xLE,NEON.D08.LENO.DP1.00033,DB,rising,gcc_90,3/16/17,3/20/17,3/26/17
US-xLE,NEON.D08.LENO.DP1.00033,DB,rising,gcc_90,3/21/18,3/26/18,4/2/18
US-xLE,NEON.D08.LENO.DP1.00033,DB,rising,gcc_90,3/15/19,3/22/19,3/29/19
US-xLE,NEON.D08.LENO.DP1.00033,DB,rising,gcc_90,3/12/20,3/20/20,3/29/20
US-xLE,NEON.D08.LENO.DP1.00033,DB,rising,gcc_90,3/12/21,3/23/21,4/1/21
US-xLE,NEON.D08.LENO.DP1.00033,DB,rising,gcc_90,3/27/22,3/31/22,4/7/22
US-xLE,NEON.D08.LENO.DP1.00033,DB,rising,gcc_90,2/26/23,3/5/23,3/16/23
US-xLE,NEON.D08.LENO.DP1.00033,DB,falling,gcc_90,12/1/23,11/21/23,10/29/23
US-xLE,NEON.D08.LENO.DP1.00033,DB,falling,gcc_90,11/23/22,11/15/22,10/25/22
US-xLE,NEON.D08.LENO.DP1.00033,DB,falling,gcc_90,11/12/21,11/5/21,10/16/21
US-xLE,NEON.D08.LENO.DP1.00033,DB,falling,gcc_90,11/22/20,11/10/20,10/29/20
US-xLE,NEON.D08.LENO.DP1.00033,DB,falling,gcc_90,11/19/19,11/15/19,11/5/19
US-xLE,NEON.D08.LENO.DP1.00033,DB,falling,gcc_90,11/20/18,11/16/18,11/4/18
US-xLE,NEON.D08.LENO.DP1.00033,DB,falling,gcc_90,11/24/17,11/16/17,11/3/17
US-xLE,NEON.D08.LENO.DP1.00033,DB,falling,gcc_90,11/19/16,11/18/16,10/29/16
US-xLE,NEON.D08.LENO.DP1.00042,UN,rising,gcc_90,3/1/18,3/22/18,4/2/18
US-xLE,NEON.D08.LENO.DP1.00042,UN,rising,gcc_90,3/22/19,3/28/19,4/5/19
US-xLE,NEON.D08.LENO.DP1.00042,UN,rising,gcc_90,3/19/20,3/27/20,4/5/20
US-xLE,NEON.D08.LENO.DP1.00042,UN,rising,gcc_90,3/25/21,4/1/21,4/9/21
US-xLE,NEON.D08.LENO.DP1.00042,UN,rising,gcc_90,3/24/22,3/31/22,4/9/22
US-xLE,NEON.D08.LENO.DP1.00042,UN,rising,gcc_90,3/1/23,3/11/23,3/27/23
US-xLE,NEON.D08.LENO.DP1.00042,UN,falling,gcc_90,11/13/23,10/31/23,9/30/23
US-xLE,NEON.D08.LENO.DP1.00042,UN,falling,gcc_90,11/11/22,10/26/22,9/5/22
US-xLE,NEON.D08.LENO.DP1.00042,UN,falling,gcc_90,11/17/21,10/29/21,10/9/21
US-xLE,NEON.D08.LENO.DP1.00042,UN,falling,gcc_90,11/19/20,11/2/20,10/4/20
US-xLE,NEON.D08.LENO.DP1.00042,UN,falling,gcc_90,11/18/19,11/8/19,10/6/19
US-xLE,NEON.D08.LENO.DP1.00042,UN,falling,gcc_90,11/18/18,11/3/18,9/3/18
US-xTA,NEON.D08.TALL.DP1.00033,EN,rising,gcc_90,4/7/17,4/13/17,5/23/17
US-xTA,NEON.D08.TALL.DP1.00033,EN,rising,gcc_90,5/13/18,5/19/18,6/30/18
US-xTA,NEON.D08.TALL.DP1.00033,EN,rising,gcc_90,4/17/19,6/16/19,7/1/19
US-xTA,NEON.D08.TALL.DP1.00033,EN,rising,gcc_90,3/4/20,3/12/20,5/26/20
US-xTA,NEON.D08.TALL.DP1.00033,EN,rising,gcc_90,2/27/21,3/27/21,4/17/21
US-xTA,NEON.D08.TALL.DP1.00033,EN,rising,gcc_90,4/6/22,4/13/22,4/25/22
US-xTA,NEON.D08.TALL.DP1.00033,EN,rising,gcc_90,4/1/23,4/8/23,5/25/23
US-xTA,NEON.D08.TALL.DP1.00033,EN,falling,gcc_90,11/20/23,10/26/23,10/7/23
US-xTA,NEON.D08.TALL.DP1.00033,EN,falling,gcc_90,11/11/22,10/13/22,10/4/22
US-xTA,NEON.D08.TALL.DP1.00033,EN,falling,gcc_90,11/8/21,10/31/21,10/19/21
US-xTA,NEON.D08.TALL.DP1.00033,EN,falling,gcc_90,11/29/20,11/20/20,10/30/20
US-xTA,NEON.D08.TALL.DP1.00033,EN,falling,gcc_90,11/10/19,11/5/19,10/27/19
US-xTA,NEON.D08.TALL.DP1.00033,EN,falling,gcc_90,11/14/18,11/2/18,10/23/18
US-xTA,NEON.D08.TALL.DP1.00033,EN,falling,gcc_90,11/16/17,11/10/17,10/24/17
US-xTA,NEON.D08.TALL.DP1.00042,UN,rising,gcc_90,3/13/17,3/21/17,4/1/17
US-xTA,NEON.D08.TALL.DP1.00042,UN,rising,gcc_90,3/26/18,5/4/18,5/22/18
US-xTA,NEON.D08.TALL.DP1.00042,UN,rising,gcc_90,3/11/19,4/2/19,4/13/19
US-xTA,NEON.D08.TALL.DP1.00042,UN,rising,gcc_90,2/24/20,3/5/20,3/29/20
US-xTA,NEON.D08.TALL.DP1.00042,UN,rising,gcc_90,3/18/21,4/3/21,4/13/21
US-xTA,NEON.D08.TALL.DP1.00042,UN,rising,gcc_90,3/31/22,4/9/22,4/18/22
US-xTA,NEON.D08.TALL.DP1.00042,UN,rising,gcc_90,3/14/23,3/26/23,4/4/23
US-xTA,NEON.D08.TALL.DP1.00042,UN,falling,gcc_90,10/13/23,10/2/23,9/3/23
US-xTA,NEON.D08.TALL.DP1.00042,UN,falling,gcc_90,10/26/22,10/15/22,9/29/22
US-xTA,NEON.D08.TALL.DP1.00042,UN,falling,gcc_90,10/26/21,10/17/21,9/18/21
US-xTA,NEON.D08.TALL.DP1.00042,UN,falling,gcc_90,10/28/20,10/13/20,9/18/20
US-xTA,NEON.D08.TALL.DP1.00042,UN,falling,gcc_90,11/5/19,10/24/19,10/4/19
US-xTA,NEON.D08.TALL.DP1.00042,UN,falling,gcc_90,11/7/18,10/29/18,10/7/18
US-xTA,NEON.D08.TALL.DP1.00042,UN,falling,gcc_90,10/14/17,10/3/17,8/11/17
US-xDC,NEON.D09.DCFS.DP1.00033,GR,rising,gcc_90,4/29/18,5/5/18,5/12/18
US-xDC,NEON.D09.DCFS.DP1.00033,GR,rising,gcc_90,4/26/19,5/7/19,5/17/19
US-xDC,NEON.D09.DCFS.DP1.00033,GR,rising,gcc_90,4/26/20,5/2/20,5/14/20
US-xDC,NEON.D09.DCFS.DP1.00033,GR,rising,gcc_90,4/20/21,5/6/21,5/19/21
US-xDC,NEON.D09.DCFS.DP1.00033,GR,rising,gcc_90,5/2/22,5/7/22,5/16/22
US-xDC,NEON.D09.DCFS.DP1.00033,GR,rising,gcc_90,5/8/23,5/13/23,5/22/23
US-xDC,NEON.D09.DCFS.DP1.00033,GR,falling,gcc_90,10/3/23,9/5/23,8/19/23
US-xDC,NEON.D09.DCFS.DP1.00033,GR,falling,gcc_90,8/30/22,8/8/22,7/15/22
US-xDC,NEON.D09.DCFS.DP1.00033,GR,falling,gcc_90,11/11/21,11/5/21,10/25/21
US-xDC,NEON.D09.DCFS.DP1.00033,GR,falling,gcc_90,9/22/20,9/11/20,8/29/20
US-xDC,NEON.D09.DCFS.DP1.00033,GR,falling,gcc_90,10/16/19,10/6/19,8/30/19
US-xDC,NEON.D09.DCFS.DP1.00033,GR,falling,gcc_90,9/26/18,9/10/18,8/1/18
US-xDC,NEON.D09.DCFS.DP1.00042,GR,rising,gcc_90,5/5/18,5/11/18,5/19/18
US-xDC,NEON.D09.DCFS.DP1.00042,GR,rising,gcc_90,5/6/19,5/15/19,5/25/19
US-xDC,NEON.D09.DCFS.DP1.00042,GR,rising,gcc_90,5/8/20,5/13/20,5/21/20
US-xDC,NEON.D09.DCFS.DP1.00042,GR,rising,gcc_90,5/1/21,5/11/21,5/26/21
US-xDC,NEON.D09.DCFS.DP1.00042,GR,rising,gcc_90,5/5/22,5/12/22,5/21/22
US-xDC,NEON.D09.DCFS.DP1.00042,GR,rising,gcc_90,5/11/23,5/16/23,5/26/23
US-xDC,NEON.D09.DCFS.DP1.00042,GR,falling,gcc_90,8/26/23,8/15/23,7/30/23
US-xDC,NEON.D09.DCFS.DP1.00042,GR,falling,gcc_90,8/30/22,8/4/22,7/16/22
US-xDC,NEON.D09.DCFS.DP1.00042,GR,falling,gcc_90,11/16/21,11/8/21,10/30/21
US-xDC,NEON.D09.DCFS.DP1.00042,GR,falling,gcc_90,9/18/20,9/8/20,8/21/20
US-xDC,NEON.D09.DCFS.DP1.00042,GR,falling,gcc_90,10/14/19,9/29/19,8/16/19
US-xDC,NEON.D09.DCFS.DP1.00042,GR,falling,gcc_90,10/7/18,8/19/18,7/26/18
US-xNG,NEON.D09.NOGP.DP1.00033,GR,rising,gcc_90,5/1/18,5/6/18,5/14/18
US-xNG,NEON.D09.NOGP.DP1.00033,GR,rising,gcc_90,4/30/19,5/10/19,5/21/19
US-xNG,NEON.D09.NOGP.DP1.00033,GR,rising,gcc_90,4/22/20,4/29/20,5/13/20
US-xNG,NEON.D09.NOGP.DP1.00033,GR,rising,gcc_90,4/29/21,5/10/21,5/20/21
US-xNG,NEON.D09.NOGP.DP1.00033,GR,rising,gcc_90,5/2/22,5/9/22,5/18/22
US-xNG,NEON.D09.NOGP.DP1.00033,GR,rising,gcc_90,5/6/23,5/11/23,5/18/23
US-xNG,NEON.D09.NOGP.DP1.00033,GR,falling,gcc_90,10/17/23,9/25/23,9/13/23
US-xNG,NEON.D09.NOGP.DP1.00033,GR,falling,gcc_90,10/6/22,9/28/22,9/2/22
US-xNG,NEON.D09.NOGP.DP1.00033,GR,falling,gcc_90,11/8/21,10/31/21,10/21/21
US-xNG,NEON.D09.NOGP.DP1.00033,GR,falling,gcc_90,10/7/20,9/24/20,9/3/20
US-xNG,NEON.D09.NOGP.DP1.00033,GR,falling,gcc_90,10/18/19,10/7/19,9/13/19
US-xNG,NEON.D09.NOGP.DP1.00033,GR,falling,gcc_90,10/15/18,10/8/18,9/26/18
US-xNG,NEON.D09.NOGP.DP1.00042,GR,rising,gcc_90,5/3/18,5/8/18,5/15/18
US-xNG,NEON.D09.NOGP.DP1.00042,GR,rising,gcc_90,5/6/19,5/13/19,5/23/19
US-xNG,NEON.D09.NOGP.DP1.00042,GR,rising,gcc_90,5/2/20,5/9/20,5/19/20
US-xNG,NEON.D09.NOGP.DP1.00042,GR,rising,gcc_90,5/3/21,5/10/21,5/18/21
US-xNG,NEON.D09.NOGP.DP1.00042,GR,rising,gcc_90,5/8/22,5/14/22,5/22/22
US-xNG,NEON.D09.NOGP.DP1.00042,GR,rising,gcc_90,5/13/23,5/17/23,5/23/23
US-xNG,NEON.D09.NOGP.DP1.00042,GR,falling,gcc_90,9/23/23,9/20/23,9/11/23
US-xNG,NEON.D09.NOGP.DP1.00042,GR,falling,gcc_90,10/9/22,10/4/22,9/21/22
US-xNG,NEON.D09.NOGP.DP1.00042,GR,falling,gcc_90,11/8/21,10/31/21,10/19/21
US-xNG,NEON.D09.NOGP.DP1.00042,GR,falling,gcc_90,10/11/20,10/1/20,9/9/20
US-xNG,NEON.D09.NOGP.DP1.00042,GR,falling,gcc_90,10/16/19,10/8/19,9/17/19
US-xNG,NEON.D09.NOGP.DP1.00042,GR,falling,gcc_90,10/24/18,10/14/18,9/27/18
US-xWD,NEON.D09.WOOD.DP1.00033,GR,rising,gcc_90,5/7/17,5/15/17,5/29/17
US-xWD,NEON.D09.WOOD.DP1.00033,GR,rising,gcc_90,5/8/18,5/14/18,5/23/18
